Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Kew,61 Molesworth St,3.0,h,3649999.9999999995,VB,Jellis,22/08/2016,5.6,3101.0,3.0,2.0,3.0,1353.0,282.0,1960.0,Boroondara,-37.8006,145.0218,Southern Metropolitan,10331.0
Kew,5/13 Hope Ct,2.0,u,551000.0,S,Jellis,23/04/2016,5.6,3101.0,2.0,1.0,2.0,0.0,86.0,1992.0,Boroondara,-37.7925,145.0263,Southern Metropolitan,10331.0
Kew,91 Princess St,4.0,h,2800000.0,VB,Kay,23/04/2016,5.6,3101.0,4.0,1.0,0.0,919.0,231.14945464783995,1937.872636747061,Boroondara,-37.8012,145.0297,Southern Metropolitan,10331.0
Kew,9/25 Derby St,2.0,u,557000.0,S,Nelson,24/09/2016,5.6,3101.0,2.0,1.0,1.0,0.0,125.02968042775346,1949.3435853268018,Boroondara,-37.8034,145.0369,Southern Metropolitan,10331.0
Kew,27 Earl St,3.0,h,1410000.0,PI,Fletchers,24/09/2016,5.6,3101.0,3.0,1.0,1.0,519.0,182.31690847796534,1944.221268056288,Boroondara,-37.796,145.0377,Southern Metropolitan,10331.0
Kew,4/97 Earl St,4.0,t,1000000.0,VB,Fletchers,24/09/2016,5.6,3101.0,3.0,3.0,2.0,317.0,148.12282332042264,1948.1394498887141,Boroondara,-37.794,145.032,Southern Metropolitan,10331.0
Kew,2 Fernhurst Gr,4.0,h,2450000.0,VB,Jellis,24/09/2016,5.6,3101.0,3.0,2.0,2.0,1012.0,215.6790144473981,1900.0,Boroondara,-37.8067,145.0277,Southern Metropolitan,10331.0
Kew,51 Princess St,4.0,h,2460000.0,S,Marshall,24/09/2016,5.6,3101.0,4.0,4.0,2.0,737.0,293.0,1910.0,Boroondara,-37.8042,145.0291,Southern Metropolitan,10331.0
Kew,80 Brougham St,4.0,h,2850000.0,S,Marshall,25/02/2017,5.6,3101.0,4.0,2.0,4.0,690.0,248.0,1890.0,Boroondara,-37.8037,145.0308,Southern Metropolitan,10331.0
Kew,68 Mary St,5.0,h,2425000.0,VB,Jellis,25/02/2017,5.6,3101.0,5.0,2.0,2.0,534.0,237.0,1890.0,Boroondara,-37.8044,145.0386,Southern Metropolitan,10331.0
Kew,2/27 Pakington St,2.0,u,610000.0,SP,Nelson,25/02/2017,5.6,3101.0,2.0,1.0,1.0,745.0,72.0,1968.0,Boroondara,-37.8024,145.0346,Southern Metropolitan,10331.0
Kew,2/78 Studley Park Rd,3.0,u,955000.0,S,Marshall,25/02/2017,5.6,3101.0,3.0,2.0,2.0,140.0,121.0,1980.0,Boroondara,-37.8063,145.0179,Southern Metropolitan,10331.0
Kew,3/99 Earl St,2.0,t,707500.0,S,Jellis,26/07/2016,5.6,3101.0,2.0,1.0,1.0,124.0,86.0,1992.0,Boroondara,-37.7938,145.0321,Southern Metropolitan,10331.0
Kew,53 Mary St,3.0,h,1410000.0,S,Nelson,26/07/2016,5.6,3101.0,3.0,2.0,1.0,442.0,168.24504408079346,1934.131832334666,Boroondara,-37.8046,145.0382,Southern Metropolitan,10331.0
Kew,5/93 Princess St,3.0,t,732000.0,S,Nelson,26/07/2016,5.6,3101.0,3.0,1.0,1.0,904.0,110.0,1980.0,Boroondara,-37.801,145.0297,Southern Metropolitan,10331.0
Kew,75 Earl St,2.0,h,2875000.0,S,Jellis,27/06/2016,5.6,3101.0,2.0,1.0,1.0,1065.0,90.0,1910.0,Boroondara,-37.7944,145.0339,Southern Metropolitan,10331.0
Kew,7 Gladstone St,3.0,h,1565000.0,S,Jellis,27/06/2016,5.6,3101.0,3.0,1.0,1.0,535.0,184.69277264980983,1947.0,Boroondara,-37.8027,145.0404,Southern Metropolitan,10331.0
Kew,3/100 Mount St,2.0,u,480000.0,VB,RT,27/06/2016,5.6,3101.0,2.0,2.0,1.0,0.0,75.4449727146071,2005.0,Boroondara,-37.8162,145.0592,Southern Metropolitan,10331.0
Kew,21 Princess St,4.0,h,1725000.0,S,Jellis,27/06/2016,5.6,3101.0,4.0,2.0,3.0,709.0,252.5757024825279,1927.8198145119738,Boroondara,-37.8065,145.0287,Southern Metropolitan,10331.0
Kew,60 Childers St,3.0,h,1500000.0,PI,Marshall,27/11/2016,5.6,3101.0,3.0,1.0,2.0,857.0,130.0,1941.0,Boroondara,-37.7981,145.0423,Southern Metropolitan,10331.0
Kew,18 Collins St,4.0,h,1750000.0,S,hockingstuart,27/11/2016,5.6,3101.0,4.0,3.0,2.0,641.0,230.0,2010.0,Boroondara,-37.7982,145.0281,Southern Metropolitan,10331.0
Kew,4/206 Cotham Rd,3.0,u,1100000.0,S,Jellis,27/11/2016,5.6,3101.0,3.0,1.0,1.0,0.0,115.0,1935.0,Boroondara,-37.8087,145.0452,Southern Metropolitan,10331.0
Kew,36 Denmark St,3.0,h,1290000.0,S,Christopher,27/11/2016,5.6,3101.0,3.0,1.0,0.0,321.0,211.627566110296,1940.9169688896714,Boroondara,-37.8116,145.0285,Southern Metropolitan,10331.0
Kew,33 Disraeli St,3.0,h,1440000.0,S,Kay,27/11/2016,5.6,3101.0,3.0,1.0,1.0,298.0,130.0,1900.0,Boroondara,-37.8021,145.0391,Southern Metropolitan,10331.0
Kew,27 Fernhurst Gr,4.0,h,2560000.0,PI,Jellis,27/11/2016,5.6,3101.0,4.0,3.0,4.0,670.0,346.0,1990.0,Boroondara,-37.8042,145.0279,Southern Metropolitan,10331.0
Kew,7 Heather Gr,5.0,h,2600000.0,VB,hockingstuart,27/11/2016,5.6,3101.0,5.0,2.0,2.0,674.0,281.0,1959.0,Boroondara,-37.8064,145.0608,Southern Metropolitan,10331.0
Kew,47 Kellett Gr,4.0,h,2245000.0,S,Jellis,27/11/2016,5.6,3101.0,4.0,3.0,2.0,627.0,212.28910941829733,1938.8784959783493,Boroondara,-37.7915,145.0348,Southern Metropolitan,10331.0
Kew,69 Malin St,5.0,h,3280000.0,PI,Marshall,27/11/2016,5.6,3101.0,4.0,5.0,2.0,480.0,147.0,1979.0,Boroondara,-37.8117,145.0449,Southern Metropolitan,10331.0
Kew,157 Wiltshire Dr,3.0,t,730000.0,SP,RT,27/11/2016,5.6,3101.0,3.0,2.0,2.0,0.0,174.03370767964407,1967.320669776513,Boroondara,-37.7941,145.0238,Southern Metropolitan,10331.0
Kew,62 Campbell St,4.0,h,4005000.0,PI,Marshall,28/05/2016,5.6,3101.0,4.0,3.0,3.0,800.0,280.0680731832859,2009.0,Boroondara,-37.8022,145.0565,Southern Metropolitan,10331.0
Kew,43 Kellett Gr,3.0,h,1211000.0,S,Nelson,28/05/2016,5.6,3101.0,3.0,1.0,1.0,633.0,196.86436737650183,1966.4670866031468,Boroondara,-37.7916,145.0352,Southern Metropolitan,10331.0
Kew,3/40 Rowland St,2.0,u,891000.0,S,Jellis,28/05/2016,5.6,3101.0,2.0,1.0,1.0,121.0,97.69459317134564,1962.0356027697594,Boroondara,-37.8126,145.0534,Southern Metropolitan,10331.0
Kew,6/108 Walpole St,3.0,u,620000.0,VB,hockingstuart,28/05/2016,5.6,3101.0,3.0,1.0,1.0,0.0,112.0,1970.0,Boroondara,-37.7978,145.0333,Southern Metropolitan,10331.0
Kew,31 Argyle Rd,4.0,h,2600000.0,VB,Kay,28/08/2016,5.6,3101.0,4.0,3.0,2.0,700.0,700.0,1992.0,Boroondara,-37.8033,145.0526,Southern Metropolitan,10331.0
Kew,17 Hartington St,5.0,h,2800000.0,PI,Marshall,28/08/2016,5.6,3101.0,5.0,2.0,3.0,920.0,241.0,1900.0,Boroondara,-37.8017,145.0419,Southern Metropolitan,10331.0
Kew,82 Parkhill Rd,3.0,h,1420000.0,S,Marshall,28/08/2016,5.6,3101.0,3.0,2.0,2.0,275.0,153.0,1999.0,Boroondara,-37.8052,145.0489,Southern Metropolitan,10331.0
Kew,26 Queen St,3.0,h,1800000.0,PI,Jellis,28/08/2016,5.6,3101.0,4.0,2.0,1.0,336.0,139.0,1910.0,Boroondara,-37.8074,145.0318,Southern Metropolitan,10331.0
Kew,34 Alfred St,3.0,h,3065000.0,S,Kay,30/07/2016,5.6,3101.0,3.0,2.0,3.0,773.0,318.53264156591695,1939.7080296166678,Boroondara,-37.8107,145.05100000000004,Southern Metropolitan,10331.0
Kew,28/60 Harp Rd,1.0,u,395000.0,VB,Jellis,30/07/2016,5.6,3101.0,1.0,1.0,1.0,0.0,55.0,2005.0,Boroondara,-37.7999,145.0544,Southern Metropolitan,10331.0
Kew,49 Princess St,4.0,h,2250000.0,S,Marshall,30/07/2016,5.6,3101.0,4.0,3.0,2.0,741.0,307.0,1890.0,Boroondara,-37.8043,145.0291,Southern Metropolitan,10331.0
Kew East,43 Oswin St,4.0,h,2490000.0,S,Marshall,3/09/2016,7.5,3102.0,3.0,2.0,2.0,712.0,14.0,1953.8619324292047,Boroondara,-37.7936,145.0566,Southern Metropolitan,2671.0
Kew East,4/34 Strathalbyn St,2.0,u,620000.0,S,Nelson,3/09/2016,7.5,3102.0,2.0,1.0,1.0,0.0,112.4508923326735,1970.0,Boroondara,-37.7971,145.0514,Southern Metropolitan,2671.0
Kew East,73 Belford Rd,3.0,h,1750000.0,S,Jellis,4/03/2017,7.5,3102.0,3.0,1.0,3.0,650.0,157.23160409121553,1959.0898002286092,Boroondara,-37.7955,145.0473,Southern Metropolitan,2671.0
Kew East,106 Kilby Rd,5.0,h,1950000.0,VB,hockingstuart,4/06/2016,7.5,3102.0,5.0,2.0,3.0,711.0,253.0,1940.0,Boroondara,-37.7923,145.0528,Southern Metropolitan,2671.0
Kew East,2/37 Strathalbyn St,2.0,u,605000.0,S,Nelson,7/05/2016,7.5,3102.0,2.0,1.0,1.0,0.0,83.0,1960.0,Boroondara,-37.7969,145.0511,Southern Metropolitan,2671.0
Kew East,52 Frater St,3.0,h,1920000.0,S,Jellis,10/12/2016,7.5,3102.0,3.0,1.0,2.0,672.0,152.0,1940.0,Boroondara,-37.789,145.0616,Southern Metropolitan,2671.0
Kew East,1 Meldrum St,4.0,h,1610000.0,S,Jellis,12/11/2016,7.5,3102.0,4.0,2.0,2.0,763.0,178.73349121149823,1927.2790355507625,Boroondara,-37.7916,145.0529,Southern Metropolitan,2671.0
Kew East,30 Willow Gr,5.0,h,1850000.0,PI,Nelson,12/11/2016,7.5,3102.0,5.0,3.0,4.0,787.0,187.1222473545237,1957.16818504506,Boroondara,-37.7894,145.0462,Southern Metropolitan,2671.0
Kew East,96 Kilby Rd,3.0,h,1615000.0,S,Nelson,13/08/2016,7.5,3102.0,3.0,1.0,1.0,702.0,127.0,1933.0,Boroondara,-37.7922,145.0518,Southern Metropolitan,2671.0
Kew East,7 Violet Gr,4.0,h,1830000.0,PI,Marshall,15/10/2016,7.5,3102.0,4.0,2.0,3.0,596.0,194.16479443217247,1930.0,Boroondara,-37.799,145.0578,Southern Metropolitan,2671.0
Kew East,33a Westbrook St,3.0,h,1300000.0,S,Nelson,15/10/2016,7.5,3102.0,3.0,1.0,2.0,378.0,484.3884594881803,1935.9758019696033,Boroondara,-37.7956,145.0525,Southern Metropolitan,2671.0
Kew East,44 Westbrook St,3.0,h,1880000.0,S,Jellis,15/10/2016,7.5,3102.0,3.0,1.0,2.0,836.0,484.3109766434071,1935.9801120207294,Boroondara,-37.7951,145.053,Southern Metropolitan,2671.0
Kew East,62 Munro St,4.0,h,2081000.0,S,Nelson,16/04/2016,7.5,3102.0,3.0,4.0,3.0,948.0,311.0,1960.0,Boroondara,-37.7881,145.0631,Southern Metropolitan,2671.0
Kew East,36 Belford Rd,4.0,h,1315000.0,SP,Nelson,17/09/2016,7.5,3102.0,4.0,2.0,2.0,458.0,200.0,1930.0,Boroondara,-37.7981,145.0472,Southern Metropolitan,2671.0
Kew East,2 Violet Gr,3.0,h,1750000.0,S,Jellis,17/09/2016,7.5,3102.0,3.0,2.0,4.0,611.0,160.0,1930.0,Boroondara,-37.7997,145.058,Southern Metropolitan,2671.0
Kew East,17 Hamilton St,5.0,h,3028000.0,S,Jellis,18/03/2017,7.5,3102.0,5.0,5.0,4.0,696.0,229.66579102385953,1953.9922363972446,Boroondara,-37.7974,145.0491,Southern Metropolitan,2671.0
Kew East,17 Minogue St,5.0,h,2100000.0,VB,Nelson,18/06/2016,7.5,3102.0,5.0,3.0,2.0,695.0,360.0,1950.0,Boroondara,-37.7904,145.0548,Southern Metropolitan,2671.0
Kew East,1/173 Kilby Rd,2.0,u,1110000.0,S,Fletchers,19/11/2016,7.5,3102.0,2.0,1.0,1.0,0.0,144.17583315159024,1966.731761082744,Boroondara,-37.7927,145.0597,Southern Metropolitan,2671.0
Kew East,174 Kilby Rd,4.0,h,2175000.0,VB,Jellis,22/05/2016,7.5,3102.0,4.0,2.0,2.0,691.0,218.64273011607088,1940.0,Boroondara,-37.793,145.0592,Southern Metropolitan,2671.0
Kew East,89 Kilby Rd,6.0,h,1300000.0,VB,Noel,22/05/2016,7.5,3102.0,6.0,3.0,2.0,730.0,310.0,1968.0,Boroondara,-37.7917,145.0509,Southern Metropolitan,2671.0
Kew East,1/50 Hartwood St,3.0,h,1350000.0,SA,Nelson,22/08/2016,7.5,3102.0,3.0,2.0,2.0,414.0,193.57668921587822,2005.0,Boroondara,-37.7938,145.0545,Southern Metropolitan,2671.0
Kew East,9a Arden Ct,3.0,t,1963000.0,S,Noel,24/09/2016,7.5,3102.0,3.0,2.0,2.0,426.0,175.08511545096323,2010.0,Boroondara,-37.7917,145.0585,Southern Metropolitan,2671.0
Kew East,36 Belford Rd,4.0,h,1315000.0,SP,Nelson,24/09/2016,7.5,3102.0,4.0,2.0,2.0,458.0,200.0,1930.0,Boroondara,-37.7981,145.0472,Southern Metropolitan,2671.0
Kew East,3/14 Arden Ct,3.0,t,1620000.0,S,Fletchers,25/02/2017,7.5,3102.0,3.0,2.0,2.0,248.0,167.0,2012.0,Boroondara,-37.7923,145.0595,Southern Metropolitan,2671.0
Kew East,35 Frater St,3.0,h,1770000.0,S,Fletchers,27/06/2016,7.5,3102.0,3.0,1.0,1.0,698.0,237.39795226889748,1941.1503456461435,Boroondara,-37.7902,145.061,Southern Metropolitan,2671.0
Kew East,1/2 Kitchener St,3.0,t,1260000.0,S,Lindellas,27/06/2016,7.5,3102.0,3.0,2.0,2.0,284.0,112.86570467547298,1990.0,Boroondara,-37.7966,145.048,Southern Metropolitan,2671.0
Kooyong,6/1 Monaro Rd,2.0,h,1290000.0,S,hockingstuart,15/10/2016,6.2,3144.0,2.0,2.0,2.0,0.0,200.8975993344755,1943.0116639349405,Stonnington,-37.8407,145.0343,Southern Metropolitan,394.0
Maidstone,12 Bosquet St,3.0,h,670000.0,S,Sweeney,3/09/2016,9.2,3012.0,3.0,1.0,3.0,564.0,122.29839202406095,1958.1871789116751,Maribyrnong,-37.7832,144.8745,Western Metropolitan,3873.0
Maidstone,3 Crefden St,3.0,t,615000.0,S,Jas,3/09/2016,9.2,3012.0,3.0,2.0,2.0,165.0,161.0,2007.0,Maribyrnong,-37.7773,144.8725,Western Metropolitan,3873.0
Maidstone,27 Dunedin St,3.0,h,715000.0,S,Burnham,3/09/2016,9.2,3012.0,3.0,1.0,1.0,576.0,128.0,1970.0,Maribyrnong,-37.7808,144.8678,Western Metropolitan,3873.0
Maidstone,32 Ringtail Cct,4.0,h,826000.0,S,Rendina,3/09/2016,9.2,3012.0,4.0,2.0,2.0,308.0,185.0,2012.0,Maribyrnong,-37.7833,144.8817,Western Metropolitan,3873.0
Maidstone,8/101 Ballarat Rd,2.0,u,275000.0,PI,Burnham,3/12/2016,9.2,3012.0,2.0,1.0,1.0,1972.0,63.0,1960.0,Maribyrnong,-37.7863,144.8769,Western Metropolitan,3873.0
Maidstone,19 Norfolk St,2.0,h,711000.0,S,Jas,3/12/2016,9.2,3012.0,2.0,1.0,0.0,163.0,69.0,1920.0,Maribyrnong,-37.789,144.8813,Western Metropolitan,3873.0
Maidstone,5/16 Omar St,3.0,t,640000.0,SP,Biggin,3/12/2016,9.2,3012.0,3.0,2.0,2.0,214.0,102.03473352149973,2001.0272521751217,Maribyrnong,-37.7806,144.8714,Western Metropolitan,3873.0
Maidstone,26 Inkerman St,3.0,h,1200000.0,SP,Biggin,4/02/2016,9.2,3012.0,3.0,1.0,1.0,589.0,123.78033635345693,1940.828330142375,Maribyrnong,-37.7863,144.881,Western Metropolitan,3873.0
Maidstone,12 Lindenow St,2.0,h,927000.0,S,Purplebricks,4/02/2016,9.2,3012.0,2.0,1.0,4.0,524.0,139.0,1947.4120786751685,Maribyrnong,-37.779,144.8832,Western Metropolitan,3873.0
Maidstone,4/27 Baird St,3.0,t,695000.0,SP,Sweeney,4/03/2017,9.2,3012.0,3.0,2.0,1.0,156.0,124.0,2012.0,Maribyrnong,-37.7898,144.8722,Western Metropolitan,3873.0
Maidstone,3 Hutton St,3.0,h,880000.0,SP,Biggin,4/03/2017,9.2,3012.0,3.0,1.0,1.0,586.0,121.95012784789098,1968.3729421730263,Maribyrnong,-37.786,144.871,Western Metropolitan,3873.0
Maidstone,2/45 Cathcart St,2.0,u,485000.0,S,Jas,4/06/2016,9.2,3012.0,2.0,1.0,1.0,152.0,92.13075707897099,1989.902977703447,Maribyrnong,-37.7844,144.8791,Western Metropolitan,3873.0
Maidstone,21 Pullar St,3.0,h,490000.0,SP,Jas,4/06/2016,9.2,3012.0,3.0,1.0,2.0,306.0,91.0,1960.0,Maribyrnong,-37.7838,144.8724,Western Metropolitan,3873.0
Maidstone,29 Rosamond Rd,3.0,h,725000.0,SP,Biggin,7/11/2016,9.2,3012.0,3.0,1.0,2.0,305.0,121.16182608472036,1948.8525436403788,Maribyrnong,-37.7858,144.8834,Western Metropolitan,3873.0
Maidstone,25 Carlyle St,3.0,h,676500.0,S,Biggin,8/10/2016,9.2,3012.0,3.0,2.0,1.0,250.0,130.0842735234252,1965.0484216600244,Maribyrnong,-37.7905,144.8762,Western Metropolitan,3873.0
Maidstone,2/120 Suffolk St,2.0,h,502000.0,SP,Sweeney,8/10/2016,9.2,3012.0,2.0,1.0,1.0,144.0,78.99999999999999,2005.0,Maribyrnong,-37.7895,144.8667,Western Metropolitan,3873.0
Maidstone,7 Wallace St,3.0,h,721000.0,S,Sweeney/Advantage,8/10/2016,9.2,3012.0,2.0,2.0,1.0,239.0,121.0,1955.0,Maribyrnong,-37.7882,144.8784,Western Metropolitan,3873.0
Maidstone,11 Madden St,4.0,h,1048000.0,S,Burnham,10/09/2016,9.2,3012.0,3.0,2.0,1.0,647.0,119.34166296866609,1920.0,Maribyrnong,-37.79,144.8815,Western Metropolitan,3873.0
Maidstone,3/20 Burns St,3.0,u,520000.0,PI,Burnham,10/12/2016,9.2,3012.0,3.0,2.0,2.0,184.0,184.0,1968.9734419809615,Maribyrnong,-37.7868,144.8772,Western Metropolitan,3873.0
Maidstone,44 Inkerman St,2.0,h,1000000.0,SP,Prof.,10/12/2016,9.2,3012.0,2.0,1.0,2.0,700.0,121.73633798595657,1931.114720279163,Maribyrnong,-37.7861,144.8791,Western Metropolitan,3873.0
Maidstone,1/165 Mitchell St,3.0,h,580000.0,PI,LJ,10/12/2016,9.2,3012.0,3.0,1.0,2.0,278.0,135.88631751128037,1944.0725661531922,Maribyrnong,-37.7817,144.8685,Western Metropolitan,3873.0
Maidstone,67 Norfolk St,3.0,h,840000.0,S,Nelson,10/12/2016,9.2,3012.0,3.0,1.0,1.0,584.0,81.0,1900.0,Maribyrnong,-37.7885,144.8771,Western Metropolitan,3873.0
Maidstone,4/4 Crefden St,2.0,u,335000.0,SP,Biggin,11/02/2017,9.2,3012.0,2.0,1.0,1.0,0.0,70.0,2009.0,Maribyrnong,-37.7776,144.8723,Western Metropolitan,3873.0
Maidstone,16 Lindenow St,3.0,h,893000.0,S,Sweeney,12/11/2016,9.2,3012.0,3.0,1.0,3.0,528.0,147.75425626424374,1948.9624306605142,Maribyrnong,-37.779,144.8829,Western Metropolitan,3873.0
Maidstone,10 Thomson St,3.0,h,832000.0,SP,Sweeney,12/11/2016,9.2,3012.0,3.0,1.0,2.0,300.0,125.0,1950.0,Maribyrnong,-37.7896,144.8752,Western Metropolitan,3873.0
Maidstone,67 Ballarat Rd,2.0,h,646000.0,SP,Jas,13/08/2016,9.2,3012.0,2.0,1.0,2.0,270.0,95.0,1900.0,Maribyrnong,-37.7871,144.8791,Western Metropolitan,3873.0
Maidstone,1/166 Mitchell St,3.0,h,673000.0,SP,Biggin,14/05/2016,9.2,3012.0,3.0,1.0,2.0,285.0,107.0,1910.0,Maribyrnong,-37.7813,144.8678,Western Metropolitan,3873.0
Maidstone,1/27 Baird St,3.0,t,728000.0,S,Sweeney,15/10/2016,9.2,3012.0,3.0,2.0,2.0,218.0,114.44015763046,2008.1286261563162,Maribyrnong,-37.7895,144.8723,Western Metropolitan,3873.0
Maidstone,2/48 Inkerman St,2.0,t,600000.0,S,hockingstuart,15/10/2016,9.2,3012.0,2.0,1.0,2.0,127.0,112.0,2005.32744988093,Maribyrnong,-37.7859,144.8787,Western Metropolitan,3873.0
Maidstone,45 Radio St,3.0,h,695000.0,S,Burnham,15/10/2016,9.2,3012.0,3.0,1.0,2.0,214.0,146.0,2007.0,Maribyrnong,-37.7798,144.8661,Western Metropolitan,3873.0
Maidstone,14 Suffolk St,3.0,h,935000.0,S,Nelson,15/10/2016,9.2,3012.0,3.0,1.0,2.0,485.0,113.39410587749188,1943.9778814462557,Maribyrnong,-37.7905,144.8812,Western Metropolitan,3873.0
Maidstone,48/48 Eucalyptus Dr,2.0,u,349000.0,PI,hockingstuart,16/04/2016,9.2,3012.0,2.0,1.0,1.0,0.0,69.0,2011.0,Maribyrnong,-37.7795,144.8729,Western Metropolitan,3873.0
Maidstone,2/32 Burns St,3.0,t,555000.0,PI,Biggin,17/09/2016,9.2,3012.0,3.0,1.0,2.0,210.0,121.0,2012.0,Maribyrnong,-37.7869,144.8749,Western Metropolitan,3873.0
Maidstone,29 Marsh St,3.0,h,815000.0,S,hockingstuart,17/09/2016,9.2,3012.0,3.0,1.0,2.0,0.0,144.59797901311453,1952.931659758367,Maribyrnong,-37.781,144.8813,Western Metropolitan,3873.0
Maidstone,43 Omar St,3.0,h,915000.0,S,hockingstuart,17/09/2016,9.2,3012.0,3.0,1.0,3.0,667.0,144.63969693263323,1971.814569461582,Maribyrnong,-37.7784,144.8708,Western Metropolitan,3873.0
Maidstone,17/46 Eucalyptus Dr,2.0,u,352500.0,S,hockingstuart,18/03/2017,9.2,3012.0,2.0,1.0,1.0,15100.0,66.0,2012.0,Maribyrnong,-37.7795,144.8729,Western Metropolitan,3873.0
Maidstone,21 Montgomery St,2.0,h,600000.0,S,hockingstuart,18/06/2016,9.2,3012.0,2.0,1.0,1.0,194.0,184.58178875513988,1966.2140676217095,Maribyrnong,-37.787,144.8654,Western Metropolitan,3873.0
Maidstone,47 Radio St,4.0,h,690000.0,PI,Sweeney,18/06/2016,9.2,3012.0,3.0,2.0,1.0,270.0,114.77970198358395,1941.9306392730123,Maribyrnong,-37.7798,144.8659,Western Metropolitan,3873.0
Maidstone,4 Maple St,5.0,h,1350000.0,S,Biggin,19/11/2016,9.2,3012.0,5.0,3.0,2.0,527.0,358.0,2009.0,Maribyrnong,-37.7746,144.8727,Western Metropolitan,3873.0
Maidstone,38 Suffolk St,3.0,h,930000.0,SP,Jas,19/11/2016,9.2,3012.0,3.0,1.0,2.0,492.0,125.26865433388787,1924.7552854886014,Maribyrnong,-37.7909,144.8777,Western Metropolitan,3873.0
Maidstone,32c Burns St,2.0,t,510000.0,SP,Sweeney,22/08/2016,9.2,3012.0,2.0,1.0,2.0,118.0,91.0,2014.0,Maribyrnong,-37.787,144.8748,Western Metropolitan,3873.0
Maidstone,3 Ringtail Cct,3.0,h,725500.0,SP,Biggin,22/08/2016,9.2,3012.0,3.0,2.0,2.0,214.0,113.31988375513293,1946.5089298378114,Maribyrnong,-37.7831,144.8825,Western Metropolitan,3873.0
Maidstone,18 Wallace St,3.0,h,746000.0,S,Village,22/08/2016,9.2,3012.0,3.0,1.0,1.0,314.0,106.76468148818557,1950.0,Maribyrnong,-37.7877,144.8772,Western Metropolitan,3873.0
Maidstone,191 Ballarat Rd,3.0,h,750000.0,VB,C21,23/04/2016,9.2,3012.0,2.0,2.0,1.0,782.0,146.47227510801784,1967.8580781311891,Maribyrnong,-37.7829,144.8684,Western Metropolitan,3873.0
Maidstone,4/6 Crefden St,2.0,u,360000.0,PI,Pagan,23/04/2016,9.2,3012.0,3.0,2.0,1.0,0.0,90.0,1987.31872396533,Maribyrnong,-37.7776,144.8723,Western Metropolitan,3873.0
Maidstone,2 Omar St,4.0,h,765000.0,SP,Biggin,24/09/2016,9.2,3012.0,4.0,1.0,2.0,672.0,165.07319196933884,1955.0,Maribyrnong,-37.7824,144.8704,Western Metropolitan,3873.0
Maidstone,62 Suffolk St,4.0,h,1060000.0,S,Biggin,24/09/2016,9.2,3012.0,4.0,2.0,2.0,660.0,209.9345470014187,1965.911285407162,Maribyrnong,-37.7905,144.8739,Western Metropolitan,3873.0
Maidstone,40 Howard St,3.0,h,740000.0,S,Sweeney,25/02/2017,9.2,3012.0,3.0,1.0,2.0,333.0,122.35938616427117,1950.0,Maribyrnong,-37.7889,144.8787,Western Metropolitan,3873.0
Maidstone,45 Norfolk St,2.0,h,770000.0,S,Sweeney,25/02/2017,9.2,3012.0,2.0,1.0,1.0,329.0,122.3646304614033,1955.0,Maribyrnong,-37.7887,144.8788,Western Metropolitan,3873.0
Maidstone,1/12 Clarendon St,3.0,h,490000.0,SP,Biggin,26/07/2016,9.2,3012.0,3.0,1.0,2.0,269.0,80.0,1960.0,Maribyrnong,-37.7844,144.8665,Western Metropolitan,3873.0
Maidstone,11d Rooney St,3.0,t,657000.0,S,Nguyen,26/07/2016,9.2,3012.0,3.0,2.0,2.0,159.0,128.84739009097683,2004.8068790434866,Maribyrnong,-37.7846,144.87,Western Metropolitan,3873.0
Maidstone,14 Madden St,2.0,h,830000.0,S,Rendina,27/11/2016,9.2,3012.0,2.0,1.0,2.0,318.0,121.58407305571772,1946.437170975116,Maribyrnong,-37.7898,144.8817,Western Metropolitan,3873.0
Maidstone,171 Mitchell St,4.0,h,675000.0,S,Sweeney,28/05/2016,9.2,3012.0,4.0,1.0,1.0,595.0,80.0,1950.0,Maribyrnong,-37.7817,144.868,Western Metropolitan,3873.0
Maidstone,13 Burns St,3.0,h,865000.0,SP,Jas,28/08/2016,9.2,3012.0,3.0,1.0,3.0,381.0,121.0,1940.0,Maribyrnong,-37.7874,144.8763,Western Metropolitan,3873.0
Maidstone,2/13 Radio St,2.0,t,600000.0,S,Jas,28/08/2016,9.2,3012.0,2.0,2.0,1.0,145.0,112.0,2012.0,Maribyrnong,-37.7801,144.869,Western Metropolitan,3873.0
Maidstone,14 Howard St,4.0,h,773000.0,S,Biggin,30/07/2016,9.2,3012.0,4.0,1.0,2.0,333.0,137.0,1970.0,Maribyrnong,-37.7893,144.8818,Western Metropolitan,3873.0
Maidstone,9 Verdun St,3.0,h,905000.0,S,Sweeney,30/07/2016,9.2,3012.0,3.0,1.0,1.0,686.0,156.96335085446702,1965.3725179395294,Maribyrnong,-37.782,144.8828,Western Metropolitan,3873.0
Malvern,9/3 Irving St,2.0,u,570500.0,S,hockingstuart,4/03/2017,7.4,3144.0,2.0,1.0,2.0,0.0,83.29305672167645,1956.7465514177106,Stonnington,-37.8597,145.0318,Southern Metropolitan,4675.0
Malvern,17/246 Wattletree Rd,2.0,u,1350000.0,VB,RT,4/03/2017,7.4,3144.0,2.0,2.0,2.0,0.0,96.21551189231465,1962.6874197275058,Stonnington,-37.8638,145.0379,Southern Metropolitan,4675.0
